"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2023.MMP0620,2023.MMP0620,"Central America","Thu, 07/27/2023 - 12:00",2023,July,1,,1,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",Honduras,"On the railroad tracks located next to the Apizaco-Atexcatzinco highway, Yauhquemehcan, Tlaxcala, Mexico","La Prensa Honduras, Radio Corporacion","19.44222375, -98.160357",,"https://archive.ph/J4ucC, https://archive.ph/5xazc","Central America",3
2023.MMP0621,2023.MMP0621,"Central America","Thu, 07/27/2023 - 12:00",2023,July,5,,5,18,2,,2,"Central America","Vehicle accident / death linked to hazardous transport",Honduras,"Villahermosa-Coatzacoalcos highway, near Ejido Pico de Oro, Huimanguillo, Tabasco, Mexico","Mexican National Migration Institute (INM), Zócalo, Super Channel 12","18.01024091, -93.697275",,"https://archive.ph/167qN, https://archive.ph/CUZTq, https://archive.ph/8OimW","Central America",5
2023.MMP0622,2023.MMP0622,"North America","Wed, 07/26/2023 - 12:00",2023,July,1,,1,,1,,,"South America","Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,"Undetermined location in Eagle Pass, Maverick County, Texas, United States of America",Ecuavisa,"28.69628757, -100.509234","US-Mexico border crossing",https://archive.ph/KO7wN,"Northern America",1
2023.MMP0623,2023.MMP0623,"Central America","Thu, 04/13/2023 - 12:00",2023,April,,1,1,,1,,,"South America",Drowning,Ecuador,"Rio Bravo in Piedras Negras, Coahuila de Zaragoza, Mexico","Ecuavisa, Periodico Poderes","28.69590311, -100.511067","US-Mexico border crossing","https://archive.ph/EcVbU, https://archive.ph/7VU2M","Central America",3
2023.MMP0625,2023.MMP0625,Caribbean,"Tue, 07/25/2023 - 12:00",2023,July,1,,1,,1,,,Caribbean,"Mixed or unknown",Haiti,"Windsor Field Road, Nassau, Bahamas","Dominican Today, Acento, Infobae","25.0440989, -77.4654",,"https://archive.ph/sXoxn, https://archive.ph/kjnnt, https://archive.ph/4NV0H",Caribbean,3
2023.MMP0626,2023.MMP0626,"North America","Mon, 07/24/2023 - 12:00",2023,July,1,,1,,1,,,"Central America","Mixed or unknown",Honduras,"Unspecified location in Eagle Pass, Maverick County, Texas, United States of America","Telemundo San Antonio,Tiempo Honduras","28.70693079, -100.511554","US-Mexico border crossing","https://archive.ph/pjYjh, https://archive.ph/LricU","Northern America",3
2023.MMP0627,2023.MMP0627,Caribbean,"Sat, 07/08/2023 - 12:00",2023,July,,23,23,,2,21,,Caribbean,Drowning,"Dominican Republic","Departure from Bayahibe Beach, Dominican Republic en route to Puerto Rico","Listin Diario, Diario Libre","18.37152662, -68.840776","Dominican Republic to Puerto Rico","https://archive.ph/p4zdE, https://archive.ph/15lXH",Caribbean,3
2023.MMP0628,2023.MMP0628,Europe,"Mon, 08/07/2023 - 12:00",2023,August,1,,1,,,1,,Unknown,"Mixed or unknown",Unknown,"The body of a man was found on the Gondrans military road, between Briançon and Montgenèvre, in the Hautes-Alpes","France3, 20 Minutes, BFMTV","44.90150817, 6.718102","Italy to France","https://archive.ph/Rab0W, https://archive.ph/pSKsb, https://archive.ph/sQudx","Western Europe",3
2023.MMP0629,2023.MMP0629,"South-eastern Asia","Mon, 08/07/2023 - 12:00",2023,August,23,30,53,8,13,10,,"South-eastern Asia",Drowning,Myanmar,"The boat sank in the Bay of Bengal near the Basara Village in Sittway, Arakan State City.","BBC, Radio Free Asia Burmese, Benar News, Twitter","20.012505, 92.672641",,"https://web.archive.org/web/20230814183910/https://www.bbc.com/news/world-asia-66470497, https://archive.ph/gtpaw, https://archive.ph/Lj2Dl","South-eastern Asia",3
2023.MMP0631,2023.MMP0631,Europe,"Fri, 08/11/2023 - 12:00",2023,August,6,1,7,59,,6,,"Southern Asia",Drowning,Afghanistan,"The boat capsized in the English Channel, off the northern coast of France near Calais, about 20 km off of Sangatte.","Préfecture maritime de la Manche et de la mer du Nord, Le Monde, France 24, ABC","51.057026, 1.617592","English Channel to the UK","https://web.archive.org/web/20230815143536/https://www.premar-manche.gouv.fr/communiques-presse/operation-de-sauvetage-au-large-de-calais-naufrage-d-une-soixantaine-de-personnes, https://web.archive.org/web/20230814190438/https://www.france24.com/en/europe/20230812-several-dead-and-more-than-50-rescued-after-migrant-boat-capsizes-in-english-channel, https://web.archive.org/web/20230814190511/https://www.lemonde.fr/videos/video/2023/08/13/six-morts-dans-le-naufrage-d-une-embarcation-de-migrants-dans-la-manche_6185319_1669088.html",Uncategorized,5
2023.MMP0632,2023.MMP0632,"Central America","Wed, 08/02/2023 - 12:00",2023,August,1,,1,,,1,,"Central America",Drowning,Honduras,"Rio Grande, close to Las Adjuntas Ranch, Piedras Negras, Coahuila, Mexico","INM, Zócalo, Super Channel 12","28.66310252, -100.501424","US-Mexico border crossing","https://archive.ph/v6uQe, https://archive.ph/0xJjY, https://archive.ph/ZcleV, https://archive.ph/QuOSE","Central America",5
2023.MMP0633,2023.MMP0633,"North America","Tue, 08/01/2023 - 12:00",2023,August,1,,1,,,1,,"Central America",Drowning,Honduras,"Rio Grande in Eagle Pass, Maverick County, Texas, USA","Zócalo, Super Channel 12, Vanguardia","28.71305277, -100.507272","US-Mexico border crossing","https://archive.ph/qUZFF, https://archive.ph/YTCaz, https://archive.ph/6uYjM, https://acortar.link/3Rpsiw","Northern America",5
2023.MMP0634,2023.MMP0634701,"Central America","Fri, 08/04/2023 - 12:00",2023,August,1,,1,22,,1,,"Western Africa","Vehicle accident / death linked to hazardous transport",Mauritania,"In the area known as Barranca Blanca, on the Mazatlan Tepic beltway, Tepic, Nayarit, Mexico","Gobierno del Estado de Nayarit, Mexican National Migration Institute (INM), La Jornada, El Tiempo, Bavaro Digital Republica Dominicana","21.56011467, -104.939956",,"https://onx.la/7a54e, https://archive.ph/TbwS7, https://archive.ph/BPgxp, https://archive.ph/ZKd1D, https://archive.ph/MulWY","Central America",5
2023.MMP0634,2023.MMP0634702,"Central America","Fri, 08/04/2023 - 12:00",2023,August,17,,17,,5,9,3,Mixed,"Vehicle accident / death linked to hazardous transport",Unknown,"In the area known as Barranca Blanca, on the Mazatlan Tepic beltway, Tepic, Nayarit, Mexico","Gobierno del Estado de Nayarit, Mexican National Migration Institute (INM), La Jornada, El Tiempo, Bavaro Digital Republica Dominicana","21.56011467, -104.939956",,"https://onx.la/7a54e, https://archive.ph/TbwS7, https://archive.ph/BPgxp, https://archive.ph/ZKd1D, https://archive.ph/MulWY","Central America",5
2023.MMP0635,2023.MMP0635,"North America","Tue, 07/11/2023 - 12:00",2023,July,1,,1,,1,,,"South America","Harsh environmental conditions / lack of adequate shelter, food, water",Colombia,"One quarter mile south of Arizona State Route 86 and mile marker 147 near Three Points, Pima County, Arizona, United States of America","US Border Patrol, El Tiempo, W Radio","32.03999762, -111.302751","US-Mexico border crossing","https://acortar.link/cuUeIW, https://acortar.link/b7OEp1, https://acortar.link/ac6qcj","Northern America",5
2023.MMP0636,2023.MMP0636,"North America","Fri, 08/04/2023 - 12:00",2023,August,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Close to Rosswell Ranch, near Road 481 Eagle Pass, Maverick County, Texas, United States of America",Zócalo,"28.71867099, -100.425913","US-Mexico border crossing",https://acortar.link/rqfo4F,"Northern America",1
2023.MMP0637,2023.MMP0637,"Central America","Mon, 08/07/2023 - 12:00",2023,August,1,,1,,,1,,"Central America",Drowning,Honduras,"Rio Grande close to International Bridge 1, Piedras Negras, Coahuila, Mexico","Zócalo, Periodico La Voz","28.70537819, -100.512333","US-Mexico border crossing","https://acortar.link/WAlg0r, https://acortar.link/p5uaX3, https://acortar.link/k2bIPS","Central America",3
2023.MMP0638,2023.MMP0638,Caribbean,"Mon, 08/07/2023 - 12:00",2023,August,13,,13,3,,,2,Caribbean,"Vehicle accident / death linked to hazardous transport",Haiti,"Peñuela, municipality of Esperanza, Valverde province, Dominican Republic","Listin Diario, Telesur, 24 Horas MX","19.56553338, -70.945952",,"https://acortar.link/1L1Jwv, https://acortar.link/OzT8rW, https://acortar.link/Zsmb1R",Caribbean,3
2023.MMP0639,2023.MMP0639,"Central America","Mon, 08/07/2023 - 12:00",2023,August,1,26,27,,,1,,"Western Africa",Drowning,Senegal,"Pacific coast of Mexico between Tonalá, Chiapas and Juchitán, Oaxaca","INM, El Heraldo de Mexico","16.2526711, -94.446526",,"https://web.archive.org/web/20230816151513/https://heraldodemexico.com.mx/nacional/2023/8/7/un-muerto-26-desaparecidos-tras-un-naufragio-de-migrantes-en-oaxaca-528341.html, https://www.gob.mx/inm/prensa/autoridades-federales-y-estatales-informan-a-inm-que-no-encontraron-rastros-de-un-naufragio-de-migrantes-extranjeros-en-costas-de-oaxaca-342089","Central America",3
2023.MMP0640,2023.MMP0640,"Central America","Fri, 07/28/2023 - 12:00",2023,July,1,,1,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Landin, Saltillo Coahuila, Mexico",Zócalo,"25.40084285, -101.02778","US-Mexico border crossing",https://acortar.link/JsytSG,"Central America",1
2023.MMP0641,2023.MMP0641,Mediterranean,"Fri, 06/23/2023 - 12:00",2023,June,,1,1,13,,1,,"Western Asia",Drowning,"Syrian Arab Republic","Fell overboard around 35°08'N 015°39’E - Departed from Khoms, Libya on 21 June","Médecins Sans Frontières (MSF OCA)","35.133333, 15.65","Central Mediterranean",,Uncategorized,4
2023.MMP0642,2023.MMP0642,Mediterranean,"Mon, 08/07/2023 - 12:00",2023,August,,1,1,49,,,1,"Western Africa",Drowning,Gambia,"Fell overboard around 34°32’ N, 011°578’E (Maltese SRR zone)","Médecins Sans Frontières (MSF OCA)","34.5333333, 20.633333","Central Mediterranean",,Uncategorized,4
2023.MMP0643,2023.MMP0643,Mediterranean,"Tue, 08/15/2023 - 12:00",2023,August,1,,1,36,,,1,"Northern Africa","Vehicle accident / death linked to hazardous transport",Egypt,"Boat rescued near the Pelagie islands, Lampedusa, Italy","Ansa, Sicilia Reporter, La republica Palermo","35.652893, 12.662932","Central Mediterranean","https://web.archive.org/web/20230817150203/https://corporate.ansa.it/sito/notizie/cronaca/2023/08/15/migranti-ragazzo-muore-durante-viaggio-per-lampedusa_a2ddc1f2-dc67-4a62-910f-034a7a9ef6c8.html, https://web.archive.org/web/20230817150541/https://palermo.repubblica.it/cronaca/2023/08/15/news/migranti_ragazzo_muore_viaggio_lampedusa_hotspot_porto_empedocle_tensioni-411162348/, https://web.archive.org/web/20230817150624/https://www.siciliareporter.com/migranti-ragazzo-muore-durante-viaggio-per-lampedusa/",Uncategorized,3
2023.MMP0644,2023.MMP0644,"Eastern Africa","Mon, 07/24/2023 - 12:00",2023,July,2,,2,1,,2,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Hariirad, Awdal regioin, Somalia","IOM Somalia","10.45, 42.833333",,,"Eastern Africa",4
2023.MMP0645,2023.MMP0645,"Eastern Africa","Fri, 01/06/2023 - 12:00",2023,January,1,,1,,,1,,"Eastern Africa",Violence,Ethiopia,"Lascanood, Somalia","Witness testimony via IOM Somalia","8.4719972, 47.354997",,,"Eastern Africa",2
2023.MMP0646,2023.MMP0646,"Eastern Africa","Sat, 07/08/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa",Violence,Ethiopia,"Lascanood, Somalia","Witness testimony via IOM Somalia","8.4719972, 47.354997",,,"Eastern Africa",2
2023.MMP0647,2023.MMP0647,"Eastern Africa","Thu, 07/20/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa",Violence,Ethiopia,"Garowe, Somalia","Witness testimony via IOM Somalia","8.398299983, 48.444134",,,"Eastern Africa",2
2023.MMP0648,2023.MMP0648,"Eastern Africa","Sat, 07/15/2023 - 12:00",2023,July,2,,2,,1,1,1,"Eastern Africa",Violence,Ethiopia,"Lascanood, Somalia","Witness testimony via IOM Somalia","8.4719972, 47.354997",,,"Eastern Africa",2
2023.MMP0649,2023.MMP0649,"Eastern Africa","Sat, 07/15/2023 - 12:00",2023,July,3,,3,,3,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Mareero, Somalia","IOM Somalia","11.329987, 49.296227",,,"Eastern Africa",4
2023.MMP0650,2023.MMP0650,"Eastern Africa","Mon, 07/03/2023 - 12:00",2023,July,1,,1,,1,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Boli, Tadjourah, Djibouti","IOM Djibouti","11.9669, 42.57168",,,"Eastern Africa",4
2023.MMP0651,2023.MMP0651,"Eastern Africa","Tue, 07/04/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Boulahta , Tadjourah, Djibouti","IOM Djibouti","11.791311, 42.879623",,,"Eastern Africa",4
2023.MMP0652,2023.MMP0652,"Eastern Africa","Tue, 07/04/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Boulahta , Tadjourah, Djibouti","IOM Djibouti","11.791311, 42.879623",,,"Eastern Africa",4
2023.MMP0653,2023.MMP0653,"Eastern Africa","Tue, 07/04/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Boli , Tadjourah, Djibouti","IOM Djibouti","11.9669, 42.57168",,,"Eastern Africa",4
2023.MMP0654,2023.MMP0654,"Eastern Africa","Thu, 07/06/2023 - 12:00",2023,July,1,,1,,,1,1,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Hospital in Obock, Djibouti","IOM Djibouti","11.96217819, 43.28953","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2023.MMP0655,2023.MMP0655,"Eastern Africa","Fri, 07/07/2023 - 12:00",2023,July,1,,1,,1,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Malaho, Tadjourah, Djibouti","IOM Djibouti","12.9889, 42.2977",,,"Eastern Africa",4
2023.MMP0656,2023.MMP0656,"Eastern Africa","Tue, 07/11/2023 - 12:00",2023,July,1,,1,,1,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Ali Sabieh, Djibouti","IOM Djibouti","11.438956, 43.893976",,,"Eastern Africa",4
2023.MMP0657,2023.MMP0657,"Eastern Africa","Wed, 07/12/2023 - 12:00",2023,July,1,,1,,1,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Ali Sabieh, Djibouti","IOM Djibouti","11.438956, 43.893976",,,"Eastern Africa",4
2023.MMP0658,2023.MMP0658,"Eastern Africa","Thu, 07/13/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Hospital in Obock, Djibouti","IOM Djibouti","11.96217819, 43.28953",,,"Eastern Africa",4
2023.MMP0659,2023.MMP0659,"Eastern Africa","Sun, 07/16/2023 - 12:00",2023,July,,2,2,1,,2,,"Eastern Africa","Mixed or unknown",Ethiopia,"Gehere, Obock, Djibouti","IOM Djibouti","12.327574, 43.299232","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2023.MMP0660,2023.MMP0660,"Eastern Africa","Tue, 07/18/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Mixed or unknown",Ethiopia,"PK9 , Tadjourah, Djibouti","IOM Djibouti","11.788835, 42.797254",,,"Eastern Africa",4
2023.MMP0661,2023.MMP0661,"Eastern Africa","Wed, 07/19/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Hospital in Obock, Djibouti","IOM Djibouti","11.96217819, 43.28953","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2023.MMP0662,2023.MMP0662,"Eastern Africa","Sun, 07/02/2023 - 12:00",2023,July,1,,1,,1,,,"Eastern Africa","Mixed or unknown",Ethiopia,"Alatela, Obock, Djibouti","IOM Djibouti","11.967782, 43.22956","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2023.MMP0663,2023.MMP0663,"Eastern Africa","Mon, 07/24/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Dikhil, Djibouti","IOM Djibouti","11.15434, 42.37474",,,"Eastern Africa",4
2023.MMP0664,2023.MMP0664,"Eastern Africa","Mon, 07/24/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Yoboki, Djibouti","IOM Djibouti","11.5114, 42.164",,,"Eastern Africa",4
2023.MMP0665,2023.MMP0665,"Eastern Africa","Mon, 07/24/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Mixed or unknown",Ethiopia,"Lac Assal, Tadjourah, Djibouti","IOM Djibouti","11.632986, 42.49155",,,"Eastern Africa",4
2023.MMP0666,2023.MMP0666,"Eastern Africa","Thu, 07/27/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Hol-Hol, Djibouti","IOM Djibouti","11.378768, 42.929532",,,"Eastern Africa",4
2023.MMP0667,2023.MMP0667,"Eastern Africa","Sat, 07/01/2023 - 12:00",2023,July,1,,1,,,1,,"Eastern Africa","Mixed or unknown",Ethiopia,"Hol-Hol, Djibouti","IOM Djibouti","11.378767, 42.929532",,,"Eastern Africa",4
